wx wy wz
-4.92733775e+01 0.00000000e+00 0.00000000e+00
-3.06400959e+01 0.00000000e+00 0.00000000e+00
-1.16540858e+01 0.00000000e+00 0.00000000e+00
7.45512820e+00 0.00000000e+00 0.00000000e+00
2.64559303e+01 0.00000000e+00 0.00000000e+00
4.51172723e+01 0.00000000e+00 0.00000000e+00
6.32113234e+01 0.00000000e+00 0.00000000e+00
8.05160840e+01 0.00000000e+00 0.00000000e+00
9.68179376e+01 0.00000000e+00 0.00000000e+00
1.11914114e+02 0.00000000e+00 0.00000000e+00
1.25615046e+02 0.00000000e+00 0.00000000e+00
1.37746584e+02 0.00000000e+00 0.00000000e+00
1.48152074e+02 0.00000000e+00 0.00000000e+00
1.56694255e+02 0.00000000e+00 0.00000000e+00
1.63256980e+02 0.00000000e+00 0.00000000e+00
1.67746747e+02 0.00000000e+00 0.00000000e+00
1.70094029e+02 0.00000000e+00 0.00000000e+00
1.70254407e+02 0.00000000e+00 0.00000000e+00
1.68209496e+02 0.00000000e+00 0.00000000e+00
1.63967675e+02 0.00000000e+00 0.00000000e+00
1.57564619e+02 0.00000000e+00 0.00000000e+00
1.49063649e+02 0.00000000e+00 0.00000000e+00
1.38555882e+02 0.00000000e+00 0.00000000e+00
1.26160192e+02 0.00000000e+00 0.00000000e+00
1.12022941e+02 0.00000000e+00 0.00000000e+00
9.63174737e+01 0.00000000e+00 0.00000000e+00
7.92433956e+01 0.00000000e+00 0.00000000e+00
6.10257432e+01 0.00000000e+00 0.00000000e+00
4.19142346e+01 0.00000000e+00 0.00000000e+00
2.21826547e+01 0.00000000e+00 0.00000000e+00
2.12797559e+00 0.00000000e+00 0.00000000e+00
-1.79318569e+01 0.00000000e+00 0.00000000e+00
-3.76626706e+01 0.00000000e+00 0.00000000e+00
-5.67210534e+01 0.00000000e+00 0.00000000e+00
-7.47602523e+01 0.00000000e+00 0.00000000e+00
-9.14304229e+01 0.00000000e+00 0.00000000e+00
-1.06375362e+02 0.00000000e+00 0.00000000e+00
-1.19243889e+02 0.00000000e+00 0.00000000e+00
-1.29743477e+02 0.00000000e+00 0.00000000e+00
-1.37732824e+02 0.00000000e+00 0.00000000e+00
-1.43265291e+02 0.00000000e+00 0.00000000e+00
-1.46431864e+02 0.00000000e+00 0.00000000e+00
-1.46978430e+02 0.00000000e+00 0.00000000e+00
-1.44050386e+02 0.00000000e+00 0.00000000e+00
-1.36676935e+02 0.00000000e+00 0.00000000e+00
-1.25023356e+02 0.00000000e+00 0.00000000e+00
-1.11002137e+02 0.00000000e+00 0.00000000e+00
-9.64603361e+01 0.00000000e+00 0.00000000e+00
-8.01063083e+01 0.00000000e+00 0.00000000e+00
-5.79799813e+01 0.00000000e+00 0.00000000e+00
-2.90283281e+01 0.00000000e+00 0.00000000e+00
1.32663628e+02 0.00000000e+00 0.00000000e+00
1.07387793e+02 0.00000000e+00 0.00000000e+00
1.01649168e+02 0.00000000e+00 0.00000000e+00
1.08750716e+02 0.00000000e+00 0.00000000e+00
1.12550942e+02 0.00000000e+00 0.00000000e+00
1.09876887e+02 0.00000000e+00 0.00000000e+00
1.07015432e+02 0.00000000e+00 0.00000000e+00
1.07007934e+02 0.00000000e+00 0.00000000e+00
1.07357215e+02 0.00000000e+00 0.00000000e+00
1.04805860e+02 0.00000000e+00 0.00000000e+00
9.83456363e+01 0.00000000e+00 0.00000000e+00
8.87128007e+01 0.00000000e+00 0.00000000e+00
7.69103571e+01 0.00000000e+00 0.00000000e+00
6.35275227e+01 0.00000000e+00 0.00000000e+00
4.88358732e+01 0.00000000e+00 0.00000000e+00
3.30521219e+01 0.00000000e+00 0.00000000e+00
1.64498523e+01 0.00000000e+00 0.00000000e+00
-6.58847336e-01 0.00000000e+00 0.00000000e+00
-1.79650098e+01 0.00000000e+00 0.00000000e+00
-3.51787070e+01 0.00000000e+00 0.00000000e+00
-5.20259356e+01 0.00000000e+00 0.00000000e+00
-6.82444515e+01 0.00000000e+00 0.00000000e+00
-8.35854517e+01 0.00000000e+00 0.00000000e+00
-9.78186627e+01 0.00000000e+00 0.00000000e+00
-1.10736951e+02 0.00000000e+00 0.00000000e+00
-1.22158941e+02 0.00000000e+00 0.00000000e+00
-1.31930070e+02 0.00000000e+00 0.00000000e+00
-1.39922970e+02 0.00000000e+00 0.00000000e+00
-1.46037669e+02 0.00000000e+00 0.00000000e+00
-1.50201701e+02 0.00000000e+00 0.00000000e+00
-1.52370040e+02 0.00000000e+00 0.00000000e+00
-1.52524786e+02 0.00000000e+00 0.00000000e+00
-1.50674590e+02 0.00000000e+00 0.00000000e+00
-1.46853838e+02 0.00000000e+00 0.00000000e+00
-1.41121602e+02 0.00000000e+00 0.00000000e+00
-1.33560389e+02 0.00000000e+00 0.00000000e+00
-1.24274699e+02 0.00000000e+00 0.00000000e+00
-1.13389396e+02 0.00000000e+00 0.00000000e+00
-1.01047922e+02 0.00000000e+00 0.00000000e+00
-8.74103531e+01 0.00000000e+00 0.00000000e+00
-7.26513239e+01 0.00000000e+00 0.00000000e+00
-5.69578413e+01 0.00000000e+00 0.00000000e+00
-4.05269987e+01 0.00000000e+00 0.00000000e+00
-2.35636158e+01 0.00000000e+00 0.00000000e+00
-6.27782202e+00 0.00000000e+00 0.00000000e+00
1.11173951e+01 0.00000000e+00 0.00000000e+00
2.84086559e+01 0.00000000e+00 0.00000000e+00
4.53846468e+01 0.00000000e+00 0.00000000e+00
6.18385480e+01 0.00000000e+00 0.00000000e+00
7.75704091e+01 0.00000000e+00 0.00000000e+00
9.23894468e+01 0.00000000e+00 0.00000000e+00
1.06116244e+02 0.00000000e+00 0.00000000e+00
1.18584821e+02 0.00000000e+00 0.00000000e+00
1.29644565e+02 0.00000000e+00 0.00000000e+00
1.39161981e+02 0.00000000e+00 0.00000000e+00
1.47022249e+02 0.00000000e+00 0.00000000e+00
1.53130573e+02 0.00000000e+00 0.00000000e+00
1.57413289e+02 0.00000000e+00 0.00000000e+00
